Year,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Region,Continent,Origin,Associated Disaster,OFDA Response,Disaster Magnitude Value,Latitude,Longitude,Start Year,End Year,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",Country,Location
2020,Natural,Hydrological,Flood,,MYS,South-Eastern Asia,Asia,Heavy rains,,,30344,24561,103055,2020,2020,,,1210,,1210,,,Malaysia,Johor State
2020,Natural,Hydrological,Flood,,MYS,South-Eastern Asia,Asia,,,,,,,2020,2020,,,400,,400,,,Malaysia,Sabah State
2021,Natural,Hydrological,Flood,Flash flood,MYS,South-Eastern Asia,Asia,Heavy rains,"Slide (land, mud, snow, rock)",,,,,2021,2021,7,3,4825,,4828,,,Malaysia,Kedah State
2021,Natural,Hydrological,Flood,Flash flood,MYS,South-Eastern Asia,Asia,Heavy rains,"Slide (land, mud, snow, rock)",,,,,2021,2021,,,1000,,1000,,,Malaysia,Negeri Sembilan
2021,Natural,Hydrological,Flood,,MYS,South-Eastern Asia,Asia,Heavy rains,"Slide (land, mud, snow, rock)",,,,,2021,2021,2,,255,,255,,,Malaysia,Sabah State
2021,Natural,Hydrological,Flood,,MYS,South-Eastern Asia,Asia,,Lightening,,,,,2021,2021,8,,23776,,23776,,,Malaysia,Selangor
2021,Natural,Hydrological,Flood,,MYS,South-Eastern Asia,Asia,,Lightening,,,,,2021,2021,8,,23776,,23776,,,Malaysia, Sabak Bernam
2021,Natural,Hydrological,Flood,Flash flood,MYS,South-Eastern Asia,Asia,"Heavy rains, Tropical Depression TWENTYNINE",,,,,,2021,2022,56,,120000,,120000,1460000,1460000,Malaysia,Selangor
2021,Natural,Hydrological,Flood,Flash flood,MYS,South-Eastern Asia,Asia,"Heavy rains, Tropical Depression TWENTYNINE",,,,,,2021,2022,56,,120000,,120000,1460000,1460000,Malaysia, Sabak Bernam
2021,Technological,Technological,Transport accident,Water,MYS,South-Eastern Asia,Asia,,,,,,,2021,2021,38,,,,,,,Malaysia,Kuala Lumpur
2021,Technological,Technological,Transport accident,Rail,MYS,South-Eastern Asia,Asia,,,,,,,2021,2021,,200,,,200,,,Malaysia,Kuala Lumpur
2021,Natural,Hydrological,Flood,,MYS,South-Eastern Asia,Asia,Heavy rains,,,,,,2021,2021,6,,3000,,3000,,,Malaysia,Serian Malaysia
2021,Natural,Hydrological,Flood,,MYS,South-Eastern Asia,Asia,Heavy rains,,,,,,2021,2021,,,6000,,6000,,,Malaysia,Beaufort
2021,Natural,Hydrological,Flood,,MYS,South-Eastern Asia,Asia,Heavy rains,,,,,,2021,2021,,,5782,,5782,,,Malaysia,Sabah State
2022,Technological,Technological,Transport accident,Water,MYS,South-Eastern Asia,Asia,,,,,,,2022,2022,18,,,,,,,Malaysia,Langkawi
2022,Natural,Hydrological,Flood,,MYS,South-Eastern Asia,Asia,Heavy rains,,,,,,2022,2022,6,,26000,,26000,240,,Malaysia,Kelantan
2022,Natural,Hydrological,Flood,,MYS,South-Eastern Asia,Asia,Heavy rains,,,,,,2022,2022,,,1290,,1290,,,Malaysia,Kuala Lumpur
1977,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,1977,1977,105,48,5000,,5048,,,Oman,Masirah Isl.
1977,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,1977,1977,105,48,5000,,5048,,,Oman, Dhofar
1977,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,1977,1977,105,48,5000,,5048,,,Oman, South coast
1977,Natural,Meteorological,Storm,,OMN,Western Asia,Asia,,,,193,,,1977,1977,2,48,,1500,1548,,,Oman,Masirah Island
2002,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,100,,,2002,2002,7,33,50,,83,50000,75322,Oman,Dhofar province
2002,Technological,Technological,Transport accident,Road,OMN,Western Asia,Asia,,,,,,,2002,2002,46,8,,,8,,,Oman,Salalah (Dhofar region)
2003,Natural,Meteorological,Storm,,OMN,Western Asia,Asia,,,,,,,2003,2003,30,,,,,1000,1473,Oman,Nizwa district (A Dakhliya province)
2003,Natural,Meteorological,Storm,,OMN,Western Asia,Asia,,,,,,,2003,2003,30,,,,,1000,1473,Oman, Muscat province
2004,Technological,Technological,Transport accident,Road,OMN,Western Asia,Asia,,,,,,,2004,2004,21,13,,,13,,,Oman,Haima province
2007,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,Flood,Yes,260,,,2007,2007,76,,20000,,20000,3900000,5096795,Oman,Muscat province
2007,Technological,Technological,Transport accident,Water,OMN,Western Asia,Asia,,,,,,,2007,2007,12,,11,,11,,,Oman,Near Rass al Hadd
2010,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,2010,2010,16,,,,,1000000,1242664,Oman,A Dakhliya
2010,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,2010,2010,16,,,,,1000000,1242664,Oman, A Sharqiya
2010,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,2010,2010,16,,,,,1000000,1242664,Oman, Al Batnah
2010,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,2010,2010,16,,,,,1000000,1242664,Oman, Al Dhahira
2010,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,2010,2010,16,,,,,1000000,1242664,Oman, Al Wusta
2010,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,2010,2010,16,,,,,1000000,1242664,Oman, Dhofar
2010,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,2010,2010,16,,,,,1000000,1242664,Oman, Musandam
2010,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,2010,2010,16,,,,,1000000,1242664,Oman, Muscat provinces
2011,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,2011,2011,14,200,,,200,,,Oman,A Dakhliya
2011,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,2011,2011,14,200,,,200,,,Oman, A Sharqiya
2011,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,2011,2011,14,200,,,200,,,Oman, Al Batnah
2011,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,2011,2011,14,200,,,200,,,Oman, Al Dhahira
2011,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,2011,2011,14,200,,,200,,,Oman, Al Wusta
2011,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,2011,2011,14,200,,,200,,,Oman, Dhofar
2011,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,2011,2011,14,200,,,200,,,Oman, Musandam
2011,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,,,,,,2011,2011,14,200,,,200,,,Oman, Muscat provinces
2015,Natural,Meteorological,Storm,Convective storm,OMN,Western Asia,Asia,,Flood,,,,,2015,2015,,,6000,,6000,221000,252658,Oman,Muscat province
2016,Natural,Hydrological,Flood,Flash flood,OMN,Western Asia,Asia,Heavy rains,,,,,,2016,2016,2,,,,,,,Oman,Wadi Kabeel (Qurayat province)
2016,Natural,Hydrological,Flood,Flash flood,OMN,Western Asia,Asia,Heavy rains,,,,,,2016,2016,2,,,,,,,Oman, Wadi Bani Karoos (Dhank province)
2016,Technological,Technological,Transport accident,Road,OMN,Western Asia,Asia,,,,,,,2016,2016,18,16,,,16,,,Oman,Near Salalah
2017,Natural,Hydrological,Flood,,OMN,Western Asia,Asia,Torrential rain,Lightening,,50430,243598,559677,2017,2017,3,,200,,200,,,Oman,Saham
2017,Natural,Hydrological,Flood,,OMN,Western Asia,Asia,Torrential rain,Lightening,,50430,243598,559677,2017,2017,3,,200,,200,,,Oman, Al Batinah (Fariq)
2017,Natural,Hydrological,Flood,,OMN,Western Asia,Asia,Torrential rain,Lightening,,50430,243598,559677,2017,2017,3,,200,,200,,,Oman, Liwa
2017,Natural,Hydrological,Flood,,OMN,Western Asia,Asia,Torrential rain,Lightening,,50430,243598,559677,2017,2017,3,,200,,200,,,Oman, Muscat
2018,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,Flood,,,,,2018,2018,,,,,,,,Oman,Dhofar
2018,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,,Flood,,,,,2018,2018,,,,,,,,Oman, Al-Wusta Governorates
2019,Natural,Hydrological,Flood,,OMN,Western Asia,Asia,,,,,,,2019,2019,6,,,,,,,Oman,Wadi Bani Khalid
2020,Natural,Hydrological,Flood,,OMN,Western Asia,Asia,Heavy rains,,,95375,183982,545326,2020,2020,3,,100,,100,,,Oman,Governorate of Dhofar
2021,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,Formed by the remnants of tropical cyclone GULAB,Flood,,102,,,2021,2021,13,,,,,,,Oman,Al Suwayq Town (Al Batinah North Governorate); Muscat Province; Al- Dhahira
2021,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,Formed by the remnants of tropical cyclone GULAB,Flood,,102,,,2021,2021,13,,,,,,,Oman, Muscat
2021,Natural,Meteorological,Storm,Tropical cyclone,OMN,Western Asia,Asia,Formed by the remnants of tropical cyclone GULAB,Flood,,102,,,2021,2021,13,,,,,,,Oman, and Al-Dakhilay Governorates
2021,Natural,Meteorological,Storm,Convective storm,OMN,Western Asia,Asia,,Flood,,,,,2021,2021,7,,90,,90,80000,80000,Oman,Sur in Ash Sharqiyah (South Governorate); Falaj Al Qabail (North Al Batinah Governorate)
2021,Natural,Meteorological,Storm,Convective storm,OMN,Western Asia,Asia,,Flood,,,,,2021,2021,7,,90,,90,80000,80000,Oman, Sohar (Al Batinah North Governorate)
1964,Natural,Hydrological,Flood,Flash flood,SAU,Western Asia,Asia,,,Yes,,,,1964,1964,20,,1000,,1000,,,Saudi Arabia,Nedjaran
1966,Technological,Technological,Miscellaneous accident,Fire,SAU,Western Asia,Asia,,,Yes,,,,1966,1966,1,,317,,317,220,1837,Saudi Arabia,Jarou Diya village
1981,Technological,Technological,Miscellaneous accident,Collapse,SAU,Western Asia,Asia,,,,,,,1981,1981,45,98,,,98,,,Saudi Arabia,Taif
1982,Natural,Meteorological,Storm,Convective storm,SAU,Western Asia,Asia,,,,,,,1982,1982,,,,,,,,Saudi Arabia,South regions
1985,Natural,Hydrological,Flood,,SAU,Western Asia,Asia,,,,,,,1985,1985,32,,,5000,5000,450000,1133589,Saudi Arabia,North West
1986,Technological,Technological,Transport accident,Air,SAU,Western Asia,Asia,,,,,,,1986,1986,67,,,,,,,Saudi Arabia,Arar
1990,Technological,Technological,Miscellaneous accident,Other,SAU,Western Asia,Asia,,,,,,,1990,1990,1426,,,,,,,Saudi Arabia,Mecca
1990,Technological,Technological,Miscellaneous accident,Other,SAU,Western Asia,Asia,,,,,,,1990,1990,1426,,,,,,,Saudi Arabia, Mina tunnel
1991,Technological,Technological,Transport accident,Air,SAU,Western Asia,Asia,,,,,,,1991,1991,98,,,,,,,Saudi Arabia,Ra's Al-Mish'Ab
1991,Technological,Technological,Transport accident,Air,SAU,Western Asia,Asia,,,,,,,1991,1991,261,,,,,,,Saudi Arabia,Near Djeddah
1994,Technological,Technological,Miscellaneous accident,Other,SAU,Western Asia,Asia,,,,,,,1994,1994,182,,,,,,,Saudi Arabia,La Mecque
1994,Technological,Technological,Miscellaneous accident,Other,SAU,Western Asia,Asia,,,,,,,1994,1994,182,,,,,,,Saudi Arabia, Mina
1996,Technological,Technological,Transport accident,Road,SAU,Western Asia,Asia,,,,,,,1996,1996,30,,,,,,,Saudi Arabia,Jizan
1996,Technological,Technological,Miscellaneous accident,Collapse,SAU,Western Asia,Asia,,,,,,,1996,1996,18,15,,,15,,,Saudi Arabia,Yanbu
1996,Technological,Technological,Miscellaneous accident,Fire,SAU,Western Asia,Asia,,,,,,,1996,1996,13,33,,,33,,,Saudi Arabia,Mecca
1997,Technological,Technological,Miscellaneous accident,Fire,SAU,Western Asia,Asia,,,,,,,1997,1997,343,1500,,,1500,,,Saudi Arabia,Mecca xity
1998,Technological,Technological,Miscellaneous accident,Other,SAU,Western Asia,Asia,,,,,,,1998,1998,118,250,,,250,,,Saudi Arabia,Mina
1998,Technological,Technological,Miscellaneous accident,Other,SAU,Western Asia,Asia,,,,,,,1998,1998,118,250,,,250,,,Saudi Arabia, La Mecque
1999,Technological,Technological,Transport accident,Air,SAU,Western Asia,Asia,,,,,,,1999,1999,12,8,,,8,,,Saudi Arabia,Dhahran
1999,Technological,Technological,Transport accident,Road,SAU,Western Asia,Asia,,,,,,,1999,1999,12,,,,,,,Saudi Arabia,Al-Ardhiya
1999,Technological,Technological,Miscellaneous accident,Fire,SAU,Western Asia,Asia,,,,,,,1999,1999,37,130,,,130,,,Saudi Arabia,Gadih (Province de Qatif)
2000,Natural,Biological,Epidemic,Viral disease,SAU,Western Asia,Asia,,,,,,,2000,2000,76,,329,,329,,,Saudi Arabia,Jizan region (southwestern)
2000,Technological,Technological,Transport accident,Road,SAU,Western Asia,Asia,,,,,,,2000,2000,22,,,,,,,Saudi Arabia,Near Skaka
2000,Technological,Technological,Transport accident,Road,SAU,Western Asia,Asia,,,,,,,2000,2000,26,2,,,2,,,Saudi Arabia,Hafr al-Baten
2001,Technological,Technological,Miscellaneous accident,Other,SAU,Western Asia,Asia,,,,,,,2001,2001,35,,,,,,,Saudi Arabia,Mina
2001,Technological,Technological,Miscellaneous accident,Other,SAU,Western Asia,Asia,,,,,,,2001,2001,35,,,,,,,Saudi Arabia, La Mecque
2002,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Heavy rain,,,22810,,,2002,2002,19,,,,,,,Saudi Arabia,Makkah province
2002,Technological,Technological,Transport accident,Road,SAU,Western Asia,Asia,,,,,,,2002,2002,40,10,,,10,,,Saudi Arabia,Al-Isha region
2002,Technological,Technological,Transport accident,Road,SAU,Western Asia,Asia,,,,,,,2002,2002,17,22,,,22,,,Saudi Arabia,Near Ryad
2002,Technological,Technological,Miscellaneous accident,Fire,SAU,Western Asia,Asia,,,,,,,2002,2002,15,50,,,50,,,Saudi Arabia,La Mecque
2003,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Heavy rains,"Slide (land, mud, snow, rock)",,,,,2003,2003,,,13000,,13000,,,Saudi Arabia,Jizan province
2003,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Heavy rains,,,,,,2003,2003,12,50,,,50,,,Saudi Arabia,Makkah province
2003,Technological,Technological,Transport accident,Road,SAU,Western Asia,Asia,,,,,,,2003,2003,12,,,,,,,Saudi Arabia,Assir province
2003,Technological,Technological,Miscellaneous accident,Other,SAU,Western Asia,Asia,,,,,,,2003,2003,14,,,,,,,Saudi Arabia,Mina valley
2003,Technological,Technological,Miscellaneous accident,Fire,SAU,Western Asia,Asia,,,,,,,2003,2003,14,27,,,27,,,Saudi Arabia,La Mecque
2003,Technological,Technological,Miscellaneous accident,Fire,SAU,Western Asia,Asia,,,,,,,2003,2003,94,23,,,23,,,Saudi Arabia,Ryad
2004,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Heavy rains,,,2680,,,2004,2004,5,30,400,,430,,,Saudi Arabia,Jizan province
2004,Technological,Technological,Miscellaneous accident,Other,SAU,Western Asia,Asia,,,,,,,2004,2004,251,240,,,240,,,Saudi Arabia,Mina
2005,Natural,Hydrological,Flood,Flash flood,SAU,Western Asia,Asia,Heavy rains,Broken Dam/Burst bank,,22760,,,2005,2005,29,17,50,,67,,,Saudi Arabia,Madinah province
2005,Natural,Hydrological,Flood,Flash flood,SAU,Western Asia,Asia,Heavy rains,Rain,,,,,2005,2005,34,,,,,,,Saudi Arabia,Asir
2005,Natural,Hydrological,Flood,Flash flood,SAU,Western Asia,Asia,Heavy rains,Rain,,,,,2005,2005,34,,,,,,,Saudi Arabia, Makkah provinces
2006,Technological,Technological,Transport accident,Road,SAU,Western Asia,Asia,,,,,,,2006,2006,21,,,,,,,Saudi Arabia,Near Djeddah
2006,Technological,Technological,Miscellaneous accident,Collapse,SAU,Western Asia,Asia,,,,,,,2006,2006,76,62,,,62,,,Saudi Arabia,La Mecque
2006,Technological,Technological,Miscellaneous accident,Other,SAU,Western Asia,Asia,,,,,,,2006,2006,345,200,,,200,,,Saudi Arabia,Minna
2006,Technological,Technological,Miscellaneous accident,Other,SAU,Western Asia,Asia,,,,,,,2006,2006,345,200,,,200,,,Saudi Arabia, Mecca
2007,Technological,Technological,Industrial accident,Fire,SAU,Western Asia,Asia,,,,,,,2007,2007,40,10,,,10,,,Saudi Arabia,Haradh-Uthmaniyah
2007,Technological,Technological,Miscellaneous accident,Fire,SAU,Western Asia,Asia,,,,,,,2007,2007,10,3,,,3,,,Saudi Arabia,Ryad
2008,Technological,Technological,Transport accident,Road,SAU,Western Asia,Asia,,,,,,,2008,2008,25,8,,,8,,,Saudi Arabia,Abha
2008,Technological,Technological,Transport accident,Road,SAU,Western Asia,Asia,,,,,,,2008,2008,3,277,,,277,,,Saudi Arabia,Near Abou Dabi
2009,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Torrential rain,,,114600,40.23,21.24,2009,2009,161,,,10000,10000,900000,1136740,Saudi Arabia,Jeddah
2009,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Torrential rain,,,114600,40.23,21.24,2009,2009,161,,,10000,10000,900000,1136740,Saudi Arabia, Mecca cities (Makkah province)
2010,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Heavy rains,,,346200,21.51,41.92,2010,2010,14,,,,,,,Saudi Arabia,Taif city (Makkah province)
2010,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Heavy rains,,,346200,21.51,41.92,2010,2010,14,,,,,,,Saudi Arabia, Asir
2010,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Heavy rains,,,346200,21.51,41.92,2010,2010,14,,,,,,,Saudi Arabia, Jizan
2010,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Heavy rains,,,346200,21.51,41.92,2010,2010,14,,,,,,,Saudi Arabia, Najran provinces
2010,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Torrential rain,,,56000,20.61,41.17,2010,2010,10,,85,,85,,,Saudi Arabia,Al Lith
2010,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Torrential rain,,,56000,20.61,41.17,2010,2010,10,,85,,85,,,Saudi Arabia, Al Qunfudhah cities (Makkah province)
2010,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Torrential rain,,,56000,20.61,41.17,2010,2010,10,,85,,85,,,Saudi Arabia, Najran
2010,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Torrential rain,,,56000,20.61,41.17,2010,2010,10,,85,,85,,,Saudi Arabia, Jizan provinces
2011,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Torrential rains,,,30361,213521,39.94,2011,2011,11,,,,,300000,361391,Saudi Arabia,Jeddah city (Makkah province)
2011,Technological,Technological,Transport accident,Road,SAU,Western Asia,Asia,,,,,,,2011,2011,13,2,,,2,,,Saudi Arabia,North
2012,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Torrential rain,,,233126,205946,51.01,2012,2012,19,,,,,,,Saudi Arabia,Asir
2012,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Torrential rain,,,233126,205946,51.01,2012,2012,19,,,,,,,Saudi Arabia, Baha
2012,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Torrential rain,,,233126,205946,51.01,2012,2012,19,,,,,,,Saudi Arabia, Hail
2012,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Torrential rain,,,233126,205946,51.01,2012,2012,19,,,,,,,Saudi Arabia, Jizan
2012,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Torrential rain,,,233126,205946,51.01,2012,2012,19,,,,,,,Saudi Arabia, Madinah
2012,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Torrential rain,,,233126,205946,51.01,2012,2012,19,,,,,,,Saudi Arabia, Makkah
2012,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Torrential rain,,,233126,205946,51.01,2012,2012,19,,,,,,,Saudi Arabia, Tabuk provinces
2012,Technological,Technological,Transport accident,Road,SAU,Western Asia,Asia,,,,,,,2012,2012,23,135,,,135,,,Saudi Arabia,Ryad
2012,Technological,Technological,Miscellaneous accident,Fire,SAU,Western Asia,Asia,,,,,,,2012,2012,25,30,,,30,,,Saudi Arabia,Abqaiq (Oriental province)
2013,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Heavy rains,Broken Dam/Burst bank,,,,,2013,2013,24,,900,,900,,,Saudi Arabia,Tabala area (Asir province)
2013,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,"Rains, thunderstorms",,,,27.41,44.81,2013,2013,15,,121,,121,,,Saudi Arabia,Riyad
2013,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,"Rains, thunderstorms",,,,27.41,44.81,2013,2013,15,,121,,121,,,Saudi Arabia, Northern Frontier provinces
2014,Technological,Technological,Miscellaneous accident,Fire,SAU,Western Asia,Asia,,,,,,,2014,2014,15,130,,,130,,,Saudi Arabia,Medine
2015,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Heavy rains,,,,,,2015,2015,11,,,,,2000,2287,Saudi Arabia,Makkah
2015,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Heavy rains,,,,,,2015,2015,11,,,,,2000,2287,Saudi Arabia, Asir
2015,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Heavy rains,,,,,,2015,2015,11,,,,,2000,2287,Saudi Arabia, Najran
2015,Natural,Hydrological,Flood,Riverine flood,SAU,Western Asia,Asia,Heavy rains,,,,,,2015,2015,11,,,,,2000,2287,Saudi Arabia, Riyad provinces
2015,Technological,Technological,Industrial accident,Collapse,SAU,Western Asia,Asia,,,,,,,2015,2015,61,,,,,,,Saudi Arabia,Qassim region
2015,Technological,Technological,Miscellaneous accident,Collapse,SAU,Western Asia,Asia,,,,,,,2015,2015,111,394,,,394,,,Saudi Arabia,Mecca
2015,Technological,Technological,Miscellaneous accident,Other,SAU,Western Asia,Asia,,,,,,,2015,2015,2236,805,,,805,,,Saudi Arabia,Mina
2015,Technological,Technological,Miscellaneous accident,Fire,SAU,Western Asia,Asia,,,,,,,2015,2015,10,259,,,259,,,Saudi Arabia,Khobar
2015,Technological,Technological,Miscellaneous accident,Fire,SAU,Western Asia,Asia,,,,,,,2015,2015,24,123,,,123,,,Saudi Arabia,Jazan (Jizan region)
2015,Natural,Hydrological,Flood,,SAU,Western Asia,Asia,Heavy rains,,,,,,2015,2015,12,,,,,,,Saudi Arabia,Madinah
2015,Natural,Hydrological,Flood,,SAU,Western Asia,Asia,Heavy rains,,,,,,2015,2015,12,,,,,,,Saudi Arabia, Makkah
2015,Natural,Hydrological,Flood,,SAU,Western Asia,Asia,Heavy rains,,,,,,2015,2015,12,,,,,,,Saudi Arabia, Hail
2015,Natural,Hydrological,Flood,,SAU,Western Asia,Asia,Heavy rains,,,,,,2015,2015,12,,,,,,,Saudi Arabia, Tabuk provinces
2016,Natural,Hydrological,Flood,Flash flood,SAU,Western Asia,Asia,,,,,,,2016,2016,3,,,,,,,Saudi Arabia,Al-Baidhani valley of Asir region
2016,Natural,Hydrological,Flood,Flash flood,SAU,Western Asia,Asia,,,,,,,2016,2016,3,,,,,,,Saudi Arabia, Baha and Taif (Makkah)
2016,Natural,Hydrological,Flood,Flash flood,SAU,Western Asia,Asia,,,,,,,2016,2016,3,,,,,,,Saudi Arabia, east of Traj valley
